StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,year,month
ODISHA,KALAHANDI,NARALA,NA,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Gall midge infestation in paddy,"Recommended to spray Fipronil 5% SC @ 400 ml per 200 litre of water per 1 acre of land.
Dose of Zinc sulphate @ 10 kg per acre of land.",2023-02-04T11:12:42.34,2023,2
PUNJAB,MUKTSAR,GIDDERBAHA,NA,AGRICULTURE,Cereals,Wheat,Cultural Practices," Information regarding the control of nematode  in wheat
",ਜੇਕਰ ਕਣਕ ਵਿੱਚ ਨੀਮਾਟੋਡ ਦੀ ਸਮੱਸਿਆ ਹੈ ਤਾਂ 8 ਕਿੱਲੋ ਫਿਊਰਾਡਾਨ 15-20 ਕਿੱਲੋ ਰੇਤੇ ਵਿੱਚ ਮਿਲਾ ਕੇ ਛਿੱਟਾ ਦਿਓ।,2023-02-04T11:13:29.857,2023,2
MAHARASHTRA,DHULE,SHIRPUR,NA,AGRICULTURE,Millets,Maize (Makka),Fertilizer Use and Availability,"FARMER ASKED ABOUT FERTILIZER DOSE FOR MAIZE CROP?
",मका पिकामध्ये युरिया एक बॅग सोबत 10 26 26 एक बॅग खत प्रति एकरी द्या ,2023-02-04T11:13:40.59,2023,2
BIHAR,MUZAFFARPUR,MOTIPUR,NA,HORTICULTURE,Vegetables,Bottle Gourd ,Field Preparation,Query related to Sowing time of Bottle gourd ,"आप फरवरी-मार्च में लौकी लगा सकते हैं .
आप बताई गई अन्य सब्जियां भी लगा सकते हैं.",2023-02-04T11:13:54.177,2023,2
WEST BENGAL,NORTH 24 PARGANAS,DEGANGA,NA,AGRICULTURE,0,0,Market Information,Farmer asked query on Mandi details,,2023-02-04T11:14:12.1,2023,2
MADHYA PRADESH,BHIND,BHIND,NA,HORTICULTURE,Flowers,Rose,	Plant Protection	,farmer wants to know control measure for yellowing of rose plant ?,गुलाब के पौधों में आप उनके तनु से जुड़ी शाखाओं की कटिंग करवाएं उसके पश्चात उसमें अमीनो एसिड 10 एमएल प्रति पम्प  की दर से स्प्रे करें |,2023-02-04T11:15:43.827,2023,2
HIMACHAL PRADESH,MANDI,SERAJ,NA,AGRICULTURE,Others,Others,Government Schemes,information regarding PM kisan Saman Nidhi installment?,अगली किस्त मार्च के महीने में जमा की जाएगी,2023-02-04T11:15:53.797,2023,2
GUJARAT,Devbhoomi Dwarka,BHANVAD,NA,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),	Plant Protection	,Farmer asked Army worm Problem in bengal gram crop 	 ,ચણા ના પાકમાં આવતી લશ્કરી ઇયળ ના નિયંત્રણ માટે ઈમામેકટીન બેન્ઝોએટ ૫% SC 7-8  ગ્રામ/પંપ છંટકાવ કરવો,2023-02-04T11:16:21.33,2023,2
MAHARASHTRA,RATNAGIRI,DAPOLI,NA,AGRICULTURE,Others,Others,Market Information,"Farmer asked about Subsidy on Agricultural equipment ?
","--⦁	शेतकऱ्यांना 25% ते 50% अनुदानावर कृषी औजारे व उपकरणे यांचा पुरवठा केला जातो.यासाठी तालुका कृषी अधिकार्यांना भेटा
⦁	कोणत्याही योजेनेच्या अधिक माहिती साठी आपल्या चावडी कॉल सेंटर :-9595044044 या क्रं. वर कॉल करा .
",2023-02-04T11:16:33.683,2023,2
HARYANA,YAMUNA NAGAR,CHHACHHRAULI,NA,AGRICULTURE,Cereals,Wheat,Cultural Practices,"Information regarding how to control mixed weeds in the wheat crop?
",गेहूं की फसल में मिश्रित/मिले-जुले खरपतवारों के नियंत्रण हेतु 200  ग्राम शगुन  21-11 (Metribuzin + Clodinafop )  + 500  मि.ली. सर्फेक्टेंट (चिपकने वाला तत्व )  या ACM-9 (Clodinafop Propargyl 9% + Metribuzin 20% WP) को 120 लीटर पानी में घोलकर बिजाई के  30-35 दिन बाद (जब खरपतवार 2 -4  पत्ती के हों )  प्रति एकड़ छिड़काव करें।,2023-02-04T11:16:44.4,2023,2
WEST BENGAL,MALDAH,RATUA-II,NA,AGRICULTURE,Oilseeds,Mustard,	Plant Protection	,ASKING ABOUT THE CONTROL OF SUCKING PESTS IN MUSTARD.,SPRAY   CHLORPYRIPHOS 20% EC @ 2.5 ML  / LIT OF WATER. ,2023-02-04T11:17:01.733,2023,2
UTTAR PRADESH,SANT RAVIDAS NAGAR BHADOHI,GYANPUR,NA,HORTICULTURE,Fruits,Citrus,	Plant Protection	,Information about Fruiting management in Citrus plant..?,श्रीमान जी नींबू के पौधे की गुड़ाई कराएं और जड़ में लगे जाले को निकाल दें,2023-02-04T11:17:08.037,2023,2
MADHYA PRADESH,UJJAIN,UJJAIN,NA,AGRICULTURE,Others,Others,Government Schemes,farmer wants information regarding Balika Samridhi Yojana?,बालिका समृद्धि योजना का लाभ प्राप्त करने के लिए आवेदक को योजना में आवेदन करना होगा।अधिक जानकारी के लिए इस साइट पर चेक करे - wcd.nic.in,2023-02-04T11:18:09.267,2023,2
TAMILNADU,VELLORE,ARAKKONAM,NA,HORTICULTURE,Vegetables,Chillies,	Plant Protection	,"Asked about root rot management  in chilli	
",கேள்வி : மிளகாய் வேர் அழுகல் நோய் தாக்குதல் பதில் :  காப்பர் ஆக்சிகுளோரைடு 2.5 கிராம் / லிட்டர் கலந்து வேர் நனையும்படி ஊற்ற வேண்டும்,2023-02-04T11:18:37.533,2023,2
UTTAR PRADESH,AZAMGARH,TAHBARPUR,NA,AGRICULTURE,Others,Others,Government Schemes,information about Pradhanmantri  Samman Nidhi Yojana …?,श्रीमान जी पीएम किसान सम्मान निधि से संबंधित जानकारी के लिए टोल फ्री नंबर 1800 180 1488 पर संपर्क करें|,2023-02-04T11:19:15.673,2023,2
PUNJAB,GURDASPUR,KAHNUWAN,NA,AGRICULTURE,Cereals,Wheat,Weed Management,"Information regarding the control of weed in Wheat crop?
","ਕਣਕ ਦੀ ਫਸਲ ਵਿੱਚ ਘਾਹ ਵਾਲੇ ਨਦੀਨਾਂ ਅਤੇ ਚੌੜੇ ਪੱਤੇ ਵਾਲੇ ਨਦੀਨਾਂ ਦੀ ਰੋਕਥਾਮ ਲਈ 16 ਗ੍ਰਾਮ ਟੋਟਲ/ਮਾਰਕਪਾਵਰ 75 ਡਬਲਯੂ ਜੀ (ਸਲਫੋਸਲਫੂਰਾਨ 75 ਡਬਲਯੂ +ਮੈਟਸਲਫੂਰਾਨ 5 ਡਬਲਯੂ ਜੀ) ਜਾਂ 160 ਗ੍ਰਾਮ ਐਟਲਾਂਟਿਸ 3.6 ਡਬਲਯੂ ਡੀ ਜੀ (ਮਿਜੋਸਲਫੂਰਾਨ 3% ਡਬਲਯੂ ਡੀ ਜੀ+ਆਇਡੋਸਲਫੂਰਾਨ 0.6% ਡਬਲਯੂ ਡੀ ਜੀ) ਜਾਂ 500 ਮਿਲੀਲੀਟਰ ਅਕੋਰਡ ਪਲੱਸ 22 ਈ ਸੀ (ਫਿਨੋਕਸਪਰੋਪ 8% ਈ ਸੀ+ ਮੈਟਰੀਬਿਊਜਿਨ 14%) ਜਾਂ 200  ਗ੍ਰਾਮ ਸ਼ਗੁਨ 21-11(ਕਲੋਡੀਨਾਫੌਪ 12%+ਮੈਟਰੀਬਿਉਜਿਨ 42%) ਜਾਂ 240 ਗ੍ਰਾਮ ਏ.ਸੀ.ਐੱਮ-9 ਡਬਲਯੂ ਪੀ (ਕਲੋਡੀਨਾਫੌਪ 9%+ਮੈਟਰੀਬਿਉਜਿਨ 20%) ਜਾਂ 500  ਗ੍ਰਾਮ ਐਰੀਲੋਨ/ਡੈਲਰੋਨ/ਹਿਲਪਰੋਟਯੂਰੋਨ/ਰੌਣਕ/ਵੰਡਰ/ਆਈਸੋਹੀਟ/ਕਨਕ ਆਦਿ (ਆਈਸੋਪ੍ਰੋਟੋਯੂਰੋਨ 75 ਡਬਲਯੂ ਪੀ) ਜਾਂ 160 ਗ੍ਰਾਮ ਟੌਪਿਕ/ਪੁਆਇੰਟ/ਮੌਲਾਹ/ਰਕਸ਼ਕ ਪਲੱਸ/ਜੈ ਵਿਜੈ/ਟੋਪਲ/ਮਾਰਕਕਲੋਡੀਨਾ/ਕੋਲੰਬਸ (ਕਲੋਡੀਨਾਫਾਪ 15 ਡਬਲਯੂ ਪੀ) ਜਾਂ 400 ਮਿਲੀਲੀਟਰ ਪਿਊਮਾ ਪਾਵਰ(ਫਿਨੋਕਸਾਪ੍ਰੋਪ-ਪੀ-ਈਥਾਈਲ 10 ਈ ਸੀ) ਨੂੰ 250 ਗ੍ਰਾਮ 2,4-ਡੀ ਸੋਡੀਅਮ ਸਾਲ੍ਟ 80 ਡਬਲਯੂ ਪੀ ਜਾਂ 250 ਮਿਲੀਲੀਟਰ ਈਥਾਇਲ ਐਸਟਰ 38 ਈ ਸੀ ਜਾਂ 10 ਗ੍ਰਾਮ ਐਲਗ੍ਰਿਪ/ਐਲਗਰਿਪ ਰਾਇਲ/ਮਾਰਕਗਰਿਪ/ਮਾਕੋਤੋ (ਮੈਟਸਲਫੂਰਾਨ 20 ਡਬਲਯੂ ਪੀ) ਟੈਂਕ ਮਿਕਸ ਕਰਕੇ ਪਹਿਲੇ ਪਾਣੀ ਤੋਂ ਬਾਅਦ ਕਣਕ ਦੀ ਬਿਜਾਈ ਦੇ 35-45  ਦਿਨਾਂ ਅੰਦਰ ਛਿੜਕਾਅ ਕਰੋ ਅਕੋਰਡ ਪਲੱਸ 22 ਈ ਸੀ, ਏ.ਸੀ.ਐੱਮ-9 ਅਤੇ ਸ਼ਗੁਨ 21-11 ਨੂੰ ਕਣਕ ਦੀ ਪੀ ਬੀ ਡਬਲਯੂ 550, ਅਤੇ ਉੱਨਤ ਪੀ ਬੀ ਡਬਲਯੂ 550 ਕਿਸਮ 'ਤੇ ਛਿੜਕਾਅ ਨਾ ਕਰੋ ",2023-02-04T11:19:22.303,2023,2
PUNJAB,BHATINDA,BATHINDA,NA,AGRICULTURE,Cereals,Wheat,Nutrient Management,"Information regarding spray of nutrients for better grain filling in Wheat?
","ਕਣਕ ਦੀ ਫਸਲ ਵਿੱਚ ਕਈ ਵਾਰ ਸਮੱਸਿਆ ਆਉਂਦੀ ਹੈ ਕਿ ਦਾਣੇ ਭਰਨ ਵਾਲੀ ਅਵਸਥਾ 'ਤੇ ਜੇਕਰ ਤਾਪਮਾਨ ਜਿਆਦਾ ਹੋਵੇ ਤਾਂ ਉਸ ਨਾਲ ਜਾਂ ਤਾਂ ਸਿੱਟਿਆਂ ਵਿੱਚ ਦਾਣੇ ਪੂਰੀ ਤਰ੍ਹਾਂ ਨਹੀਂ ਬਣਦੇ ਅਤੇ ਜਾਂ ਫਿਰ ਬਿਲਕੁਲ ਹੀ ਫੋਕ ਬਣੀ ਰਹਿ ਜਾਂਦੀ ਹੈI ਇਸ ਸਮੱਸਿਆ ਦੇ ਹੱਲ ਲਈ ਕਣਕ ਦੇ ਫਸਲ ਦਾ ਝੰਡਾ ਪੱਤਾ ਨਿਕਲਣ ਸਮੇਂ ਅਤੇ ਦੂਸਰਾ ਬੂਰ ਪੈਣ ਵੇਲੇ 2% ਐੱਨ.ਪੀ.ਕੇ 13:00:45 ਪੋਟਾਸ਼ੀਅਮ ਨਾਈਟਰੇਟ(2 ਕਿੱਲੋ 100 ਲੀਟਰ ਪਾਣੀ) ਦਾ ਛਿੜਕਾਅ ਕਰਨਾ ਚਾਹੀਦਾ ਹੈ ਜਾਂ 15 ਗ੍ਰਾਮ ਸੇਲਿਸਲਿਕ ਐਸਿਡ ਨੂੰ 450 ਐੱਮ ਐੱਲ ਏਥਾਈਲ ਅਲਕੋਹਲ ਵਿਚ ਘੋਲ ਕੇ 200 ਲੀਟਰ ਪਾਣੀ ਵਿਚ ਘੋਲ ਕੇ ਪਹਿਲਾ ਛਿੜਕਾਅ ਗੋਭ ਵਾਲਾ ਪੱਤਾ ਨਿੱਕਲਣ ਸਮੇ ਅਤੇ ਦੂਜਾ ਸਿੱਟੇ ਵਿਚ ਦੁੱਧ ਪੈਣ ਸਮੇ ਕਰੋ 
",2023-02-04T11:19:30.603,2023,2
TAMILNADU,TIRUPUR,Tirrpur,NA,HORTICULTURE,Vegetables,Onion,Fertilizer Use and Availability,asked about fertilizer management in onion,"கேள்வி : வெங்காயத்தில் உரம் மேலாண்மை தகவல் பதில் : (12 ; 61 :0 ) 500 கிராம், (13 - 0 45 ) 1 கிலோ, யூரியா 5 கிலோ கலந்து 5 நாட்கள் இடைவெளியில் 5 முறை சொட்டு நீர் பாசனத்தில் கொடுக்கவும்.",2023-02-04T11:19:59.48,2023,2
RAJASTHAN,AJMER,KEKRI,NA,AGRICULTURE,Oilseeds,Mustard,Weather,Farmer asked query on Weather,मौसम विभाग के अनुसर आने वाले 5 दिन की रिपोर्ट में आपके क्षेत्र में बरसात की कोई संभावना नहीं है,2023-02-04T11:20:01.52,2023,2
MADHYA PRADESH,UJJAIN,KHACHAROD,NA,AGRICULTURE,Oilseeds,Sesame (Gingelly/Til)/Sesamum,Varieties,farmer wants to know information  about sesame varieties for summer season ?,"तिल की उन्नत किस्मे
गर्मियों की प्रमुख किस्मे   टी.के.जी. 21 यह किस्म 80 से 85 दिनों में पक कर तैयार हो जाती है और यह लगभग 6 से 8 प्रति हेक्टैयर पैदावार देती है।
टी.के.जी. 22, जे.टी. 7, 81,27, 75 से 85 दिनों पक कर तैयार हो जाती है, 30 से 35 दिनों में इस पर फूल आने शुरु हो जाते है और 8 से 10 प्रति हेक्टैयर की पैदावार मिलती है।",2023-02-04T11:20:46.37,2023,2
RAJASTHAN,AJMER,KEKRI,NA,AGRICULTURE,Cereals,Wheat,Market Information,Farmer asked price detail of Wheat in Kekri mandi.,"02/02/2023
Mandi  : Kekri
Commodity : Wheat
(Modal Price): 2700/Quintal",2023-02-04T11:20:48.057,2023,2
CHHATTISGARH,BalodaBazar,BHATAPARA,NA,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,"Farmer's query about Blast in paddy ?
  ","प्रिय किसान धान पे   ब्लास्ट  के नियंत्रण के लिए  ट्राईसाइक्लोजोल  75% डब्लू पी  @ 120- 150 ग्राम + स्ट्रेप्टोसायक्लिन 15 - 20 ग्राम प्रति एकड़ की मात्रा  150 - 200 लीटर पानी के साथ  मिलकर उपयोग करे  ।
",2023-02-04T11:20:50.863,2023,2
GUJARAT,JUNAGADH,KESHOD,NA,HORTICULTURE,Vegetables,Cowpea (Vegetable),Cultural Practices, Farmer asked Varieties information of Cowpea crop 	,"ચોળીની જાતો- ગુજરાત ચોળી - ૧,૨, ગુજરાત ચોળા - ૪,૫.",2023-02-04T11:21:09.507,2023,2
MADHYA PRADESH,EAST NIMAR,KHANDWA,NA,AGRICULTURE,Others,Others,Government Schemes,"Farmer wants to information of Mukhyamantri Kisan Kalyan Yojana?
","किसान भाई मुख्यमंत्री किसान कल्याण योजना की चौथी किस्त फरवरी माह के प्रथम या द्वितीय सप्ताह में आने की संभावना है और अधिक जानकारी के लिए बैंक से संपर्क करें |
https://saara.mp.gov.in",2023-02-04T11:21:15.76,2023,2
TAMILNADU,CHENGALPATTU,0   ,NA,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),	Plant Protection	,"Asking about Caterpillar and sucking pest management in groundnut
","கேள்வி: நிலகடலையில்  புழு & இலைப்பேன் தாக்குதல் : பதில்: ஒரு லிட்டர் நீருக்கு பிப்ரோனில் மருந்தினை 2 மில்லி என்ற அளவில் கலந்து தெளிக்கவும்
",2023-02-04T11:21:15.98,2023,2
TAMILNADU,THIRUVARUR,NIDAMANGALAM,NA,AGRICULTURE,Pulses,Black Gram (urd bean),	Plant Protection	,Asked about disease prevention management in black gram 	,"கேள்வி : உளுந்து வேரழுகல் தாக்குதல் பதில் : ஒரு ஏக்கருக்கு டிரைக்கோடெர்மா விரிடி ஒரு கிலோ + 20 கிலோ மக்கிய சாண எரு உடன் கலந்து போட வேண்டும்
",2023-02-04T11:21:28.943,2023,2
UTTAR PRADESH,ALIGARH,AKRABAD,NA,AGRICULTURE,Cereals,Wheat,Weather,Farmer asked query on Weather," श्रीमान जी, 4 फरवरी से 10 फरवरी के बीच वर्षा होने की कोई संभावना नहीं है आंशिक रूप से बादल छाए रहेंगे .आज का न्यूनतम तापमान 18°C और अधिकतम तापमान 25°C एवं हवा की गति 4 से 11 किलोमीटर/ घंटा रहने की संभावना है| मौसम के अनुसार कृषि कार्य को करें| 
",2023-02-04T11:21:33.687,2023,2
MADHYA PRADESH,SAGAR,KHURAI,NA,AGRICULTURE,Others,Others,Government Schemes,Farmer needs information regarding Agri Clinic and Agri Business Center Scheme ?,"एग्री क्लीनिक और एग्री बिजिनेस केन्द्र योजना :

भारत सरकार के कृषि और किसान कल्याण मंत्रालय द्वारा एसीएबीसी योजना लागू की जा रही है जिसमें नाबार्ड सब्सिडी चैनलाइजिंग एजेंसी के रूप में कार्य कर रहा है.

इस योजना के उद्देश्य है-
कृषि-उद्योजक के व्यापार मॉडल, स्थानीय आवश्यकताओं और किसानों के लक्ष्य समूहों की क्षमता के अनुसार, किसानों को विस्तार और अन्य सेवाएँ भुगतान के आधार पर या निःशुल्क प्रदान करके सार्वजनिक विस्तार के प्रयासों को पूरा करना.
कृषिगत विकास को सहयोग देना
कृषि से संबन्धित पाठ्यक्रमों में पोस्ट ग्रेजुएशन के साथ-साथ बेरोजगार कृषि स्नातकों, कृषि डिप्लोमा धारकों, कृषि और जैविक विज्ञान स्नातकों के लिए लाभप्रद स्वरोजगार के अवसर सृजित करना
एग्री-क्लीनिक
कृषि क्लीनिकों का निर्माण फसलों/पशुओं की उत्पादकता बढ़ाने और किसानो की आय बढ़ाने के लिए विभिन्न पहलुओं पर किसानों को विशेषज्ञ द्वारा सलाह और सेवाएँ प्रदान करने हेतु किया गया है.

कृषि क्लीनिक द्वारा निम्नलिखित क्षेत्रों में सहायता प्रदान की जाएगी:

मृदा स्वास्थ्य
फसल लेने के तरीके
पौधों की सुरक्षा
फसल बीमा, फसल कटाई तकनीक, पशुओं के लिए क्लीनिकल सेवाएं, चारा प्रबंधन, बाजार में विभिन्न फसलों के मूल्य आदि |
",2023-02-04T11:21:37.6,2023,2
TELANGANA,RAJANNA SIRCILLA,VEMULAWADA,NA,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,NUTRIENT MANAGEMENT IN PADDY ,"RECOMMENDED TO SPRAY  ZINC SULPHATE  2 GRAMS / 1 LITRE OF WATER
జింక్  సల్ఫేట్  2 గ్రాములు  ఒక లీటర్ నీటికి కలిపి  పిచికారీ చేయండి",2023-02-04T11:22:17.583,2023,2
HARYANA,FATEHABAD,BHATTU KALAN,NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,आपके जिले में मौसम का हाल परिवर्तनशील बना हुआ है बारिश की संभावना नहीं है अधिकतम तापमान 22 डिग्री  सेंटीग्रेड व न्यूनतम तापमान 11 डिग्री सेंटीग्रेड व  हवा की गति 15 से 20 किलोमीटर प्रति घंटे की रफ्तार से चलने की संभावना बनी हुई है,2023-02-04T11:23:50.42,2023,2
TAMILNADU,ARIYALUR,T. PALUR,NA,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Nutrient Management,"Asked about groundnut foliar application
","கேள்வி : மணிலா இலை வழி உரம்  பதில் : தமிழ் நாடு வேளாண்மை பல்கலைகழகம் மணிலா பூஸ்டர் ஒரு ஏக்கருக்கு 2 கிலோ 200 லிட்டர் தண்ணீரில் கலந்து தெளிக்கவும்
",2023-02-04T11:24:16.893,2023,2
TAMILNADU,NAGAPATTINAM,MAYILADUTHURAI,NA,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Nutrient Management,Asking about spraying time for groundnut rich	,கேள்வி: நிலக்கடலை ரிச் தெளிக்கும் பருவம்: பதில்: பூக்கும் மற்றும் காய் பிடிக்கும் பருவம்,2023-02-04T11:24:19.607,2023,2
MADHYA PRADESH,DEWAS,SONKATCH,NA,AGRICULTURE,Oilseeds,Soybean (bhat),Government Schemes,"farmer wants to know information about Madhya Pradesh Rajya Beej Evam Farm Vikas Nigam ?
","किसान भाई बीज हेतु M.P. राज्य बीज एवं फार्म विकास निगम 0755-2775048 ,0755 257 1364 पर संपर्क करे 
",2023-02-04T11:24:24.443,2023,2
BIHAR,ROHTAS,DINARA,NA,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),	Water Management	,query related water management in gram ,किसान भाई आप फूल की अवस्था में सिंचाई नहीं करेंगे |,2023-02-04T11:26:14.39,2023,2
BIHAR,DARBHANGA,BIRAUL,NA,AGRICULTURE,Others,Others,Government Schemes,Farmer registration related query, सुधार अपडेट होने में 72 घंटे से 1 सप्ताह का समय लग सकता है.,2023-02-04T11:26:30.88,2023,2
HIMACHAL PRADESH,KULLU,NIRMAND,NA,HORTICULTURE,Fruits,Apple,	Plant Protection	,"Information regarding spray of tight cluster stage in apple ?
","सेंजोस स्केल कीट मार्च माह में सक्रिय हो जाता है। सेब में आधा इंच पत्ती ( हरी कली ) आने से टाइट क्लस्टर अवस्था ( कलियों के सख्त गुच्छे की अवस्था के मध्य) के बीच सेब के पौधों पर 4 लीटर HMO प्रति 200 लीटर  पानी में मिलाकर छिड़काव कर सकते हैं। स्केल सेब की खुरदरी छाल में नीचे होते हैं। इसलिए छिड़काव इतना अधिक करें, जिससे पौधा पूरी तरह से भीग जाए। वहीं मई माह में जब फल मटर के दाने के बराबर हो जाते हैं तब 2 लीटर तेल से 200 लिटर का घोल बनाकर छिड़काव करें। इससे सभी प्रकार के कीड़ों के अंडों के साथ-साथ पाउडरी मिल्ड्यू का भी नियंत्रण होता है।",2023-02-04T11:27:01.66,2023,2
BIHAR,VAISHALI,MAHUA,NA,AGRICULTURE,Others,Others,Government Schemes,PM KISAN SAMMAN NIDHI YOJNA  RELATED QUERY  ," 

किसान भाई   प्रतीक्षा कर ले अगला किस्त  आने की अभी कोई नोटिफिकेशन नहीं है जब आएगी तो आप लोग को बता दिया जाएगा ",2023-02-04T11:27:26.353,2023,2
MADHYA PRADESH,UJJAIN,KHACHAROD,NA,AGRICULTURE,Cereals,Wheat,	Plant Protection	,farmer want to know information about how to control insect pest  in wheat  crop ?,"गेहु मे इल्ली नियंत्रण हेतु  कृपया एमेमेक्टिन बेंजोएट 5% एसजी, 10 ग्राम / पंप या १०० ग्राम /एकड़  का उपयोग करें  
 

",2023-02-04T11:27:44.463,2023,2
TAMILNADU,ARIYALUR,T. PALUR,NA,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),	Plant Protection	,"Asking about Stem rot & root rot management in groundnut
","கேள்வி: நிலகடலை தண்டழுகல் நோய் தாக்குதல் : பதில்: ஒரு ஏக்கருக்கு டிரைக்கோடெர்மா விரிடி 1 கிலோவினை 20 கிலோ மணலுடன் கலந்து இடவேண்டும்
",2023-02-04T11:28:08.49,2023,2
UTTAR PRADESH,MAHARAHGANJ,BRIDGEMANGANJ,NA,AGRICULTURE,Others,Others,Government Schemes,Information about CHC center ....?,--सर आप CHC  सेंटर से संबंधित अधिक जानकारी के लिए जिले के जिला कृषि उपनिदेशक कार्यालय से संपर्क करें,2023-02-04T11:28:24.12,2023,2
UTTAR PRADESH,KUSHI NAGAR,SEORAHI,NA,AGRICULTURE,Others,Others,Government Schemes,"Provide information of beneficiary status in Pradhan Mantri Kisan Samman Nidhi Yojana?
","श्रीमानजी प्रधानमंत्री किसान सम्मान निधि स्कीम की अधिक जानकारी के लिए आप कृषि भवन में उप कृषि निदेशक जी से संपर्क करे या www.pmkisan.gov.in पर चेक करे  या PM-Kisan Helpline No155261 या 18001801488(Toll Free),011-24300606 पर संपर्क कर सकते हैं
",2023-02-04T11:28:32.45,2023,2
TAMILNADU,KANCHEEPURAM,UTTIRAMERUR,NA,HORTICULTURE,Vegetables,Brinjal,Seeds and Planting Material,Asked about Brinjal planting season ,கேள்வி: கத்தரி நடவு பருவம் பற்றிய தகவல் பதில்:  டிசம்பர்-ஜனவரி ஏற்றது,2023-02-04T11:28:36.583,2023,2
HARYANA,HISSAR,AGROHA,NA,AGRICULTURE,Others,Others,Cultural Practices,"information regarding contact number of PM Kisan Nidhi Yojana
","प्रधानमंत्री किसान सम्मान निधि योजना के लिए अपने कृषि विकास अधिकारी या कृषि  लेखपाल या सीएससी सेंटर से संपर्क करे या फिर www.pmkisan.gov.in पर लॉगिन करे या फिर  011-24300606 , टोल फ्री हेल्पलाइन  नंबर  155261/18001155266 पर संपर्क करके जानकारी ले सकते हैं | ",2023-02-04T11:28:52.73,2023,2
CHHATTISGARH,Bemetara,SAJA,NA,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),	Plant Protection	,"Farmer wants to know information about control measure of Wilt Disease in Bengal Gram crop?
"," प्रिय किसान भाई चने में लगे उकठा बीमारी के नियंत्रण के लिए आप थिओफेनेट मिथाइल 70% डब्लयूपी @ 250-300 ग्राम प्रति एकर की दर से साथ में स्ट्रेप्टोसाइक्लीन @ 15 ग्राम प्रति एकर की दर से 150-200 लीटर पानी में घोलकर छिड़काव  कर सकते हैं I
",2023-02-04T11:29:00.45,2023,2
ANDHRA PRADESH,VIZIANAGARM,GARUGUBILLI,NA,AGRICULTURE,Others,Others,Government Schemes,PM KUSUM scheme INFORMATION ?,"The Scheme consists of three components:

Component A: 10,000 MW of Decentralized Ground Mounted Grid Connected Renewable Power Plants of individual plant size up to 2 MW.
Component B: Installation of 17.50 lakh standalone Solar Powered Agriculture Pumps of individual pump capacity up to 7.5 HP.
Component C: Solarisation of 10 Lakh Grid-connected Agriculture Pumps of individual pump capacity up to 7.5 HP.",2023-02-04T11:29:10.653,2023,2
UTTAR PRADESH,BAGHPAT,BARAUT,NA,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Fertilizer Use and Availability,"Ganne ke paodhe ki achhi viridhi ke bare me jankari.....?
","महोदय आप अपने गन्ने की फसल में 30-35 किलोग्राम यूरिया + 8-10 किलोग्राम सागरिका / एकर में प्रयोग करे |
श्रीमान जी गन्ने की फसल की फसल अवशेष को ना जलाएं यदि संभव हो तो वेस्ट डी कंपोजर का प्रयोग करते हुए फसल अवशेष का प्रयोग करें
",2023-02-04T11:29:11.853,2023,2
BIHAR,MADHUBANI,HARLAKHI,NA,AGRICULTURE,Others,Others,Government Schemes,Pradhan Mantri Kisan Samman Nidhi Yojna related query ,किसान भाई आप नजदीकी वसुधा केंद्र में संपर्क करें |,2023-02-04T11:29:19.7,2023,2
